"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Mindscape Door","illusion","phantasm","mind-affecting","medium 3, mesmerist 3, psychic 3, sorcerer/wizard 4","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","one illusory portal","","10 minutes/level","0","0","Will negates (see text)","no","You or other creatures enter into or escape from a mindscape (see page 234) through an imaginary doorway. This doorway takes on any form of your choosing, but can be no larger than a 5-foot cube. This spell has different effects depending on whether you are inside a mindscape when you cast it.  When you cast this spell outside a mindscape, the doorway connects to one mindscape inhabited by a creature of your choice within close range (25 feet + 5 feet per 2 levels) of the door. That creature becomes the door's conduit, but can attempt a Will save to deny access to the mindscape. You must be aware of the mindscape to connect a mindscape door to it. If you connect to the mindscape, you designate any number of creatures to be able to see and pass through the door as though it were a normal doorway. You can name specific creatures or categories of creatures, or allow all creatures access. Creatures other than those you designate can't perceive or use the door, nor can mindless creatures or those immune to mind-affecting effects. Once anyone enters the mindscape through the door, a duplicate of the door appears inside the mindscape next to the creature you used as a conduit. Anyone inside a mindscape is able to perceive and use a mindscape door within that mindscape. Anyone who enters is subject to all rules of the mindscape, but is aware she is in a mindscape if you informed her where the portal leads.  When you cast this spell inside a mindscape, a duplicate of the door appears next to your body in the real world. The creator of the mindscape can attempt a Will saving throw to prevent you  from creating the door if she is within the mindscape. The two doors operate as if you'd cast the spell outside a mindscape. You still designate who can use the door from the real world to get into the mindscape, but you can't prevent creatures within the mindscape from exiting to the real world.  Typically, a mindscape door operates in both directions, but you can create it as a one-way door if you so choose. Unlike with other spells, you can cast this spell as a full-round action while engaged in a psychic duel. This spell can be used to exit a binary mindscape, but not to enter one. If you successfully cast mindscape door within a veiled mindscape, you learn that you are in a mindscape, but other creatures observing the door don't automatically realize they are.","Occult Adventures"
"Mindwipe","enchantment","compulsion","mind-affecting","medium 4, mesmerist 4, occultist 4, psychic 4, sorcerer/wizard 4, spiritualist 4","1 standard action","V","0","close (25 ft. + 5 ft./2 levels)","","","one creature","instantaneous; see text","0","0","Will negates","yes","You erase a portion of the target's mind and experiences, inflicting 2 temporary negative levels on the target for 1 day per caster level. If the target is a spellcaster who must choose and prepare spells in advance, each negative level imposed by mindwipe also causes the target to lose one prepared spell from her highest level of spells known for each of her spellcasting classes for which she must prepare spells. These lost spells are no longer considered known by the target until the corresponding negative levels are removed.  If the target is a spontaneous spellcaster, each negative level inflicted by mindwipe causes her to lose one spell slot of her highest level of spells for each spontaneous spellcasting class in which she has levels and to lose knowledge of one random spell known of that level (or the next lowest level if she has already lost knowledge of all spells known of that level, and so on). The target cannot use the lost spell slots and spells known as long as the corresponding negative levels last. When the target loses a spell known, the spell remains on her class list but she cannot prepare or cast the spell.  If the negative levels from mindwipe cause the target's total number of negative levels to equal or exceed her character level, instead of dying, she enters a catatonic state as long as the negative levels from mindwipe continue to cause her total number of negative levels to equal or exceed her character level.","Occult Adventures"
"Node Of Blasting","abjuration","","mind-affecting","medium 3, mesmerist 3, occultist 2, psychic 3","1 standard action","V","0","touch","","","one touched object weighing no more than 10 lbs.","permanent until discharged (D)","1","0","Will partial; see text","no","You imbue an object with psychic energy. The node of blasting unleashes a mental blast when a creature with a mind touches the object, dealing 6d6 points of damage to the creature touching the object and causing the creature to be staggered for 1 minute. A successful saving throw halves the damage and negates the staggered condition.  Magic traps such as node of blasting are hard to detect and disable. A character with the trapfinding class feature can use Disable Device to thwart node of blasting. The DCs to find a node of blasting using Perception and to disable it using Disable  Device are both equal to 25 + the spell's level. Additionally, a creature with the read aura occult skill unlock (see page 197) can attempt the same Perception check to notice a node of blasting.","Occult Adventures"
"Object Possession","necromancy","","","medium 4, mesmerist 5, occultist 4, psychic 5, sorcerer/wizard 5, spiritualist 5, witch 5","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","","unattended Large or smaller object (minimum Tiny)","10 minutes/level (D)","1","0","None","No","This spell functions as lesser object possession, except as noted above. The possessed animated object has a number of Construction Points appropriate for its size (up to 3 CP for Large objects).  You can return your consciousness to your body as a standard action. On your next turn, you can attempt to possess a different object as a standard action instead of ending the spell.","Occult Adventures"
"Object Possession, Greater","necromancy","","","occultist 5, psychic 6, sorcerer/wizard 7, spiritualist 6, witch 7","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","unattended Gargantuan or smaller object (minimum Tiny) or construct","10 minutes/level (D)","1","0","None","No","This spell functions as object possession, except as noted above. The possessed animated object has a number of Construction Points appropriate for its size (up to 5 CP for Gargantuan objects). Your silver cord extends to medium range (100 ft. + 10 ft./level).  You can attempt to possess a construct instead of an unattended object as your first possession with this spell. If you do, this spell acts as control constructUM, except as noted above.","Occult Adventures"
"Object Possession, Lesser","necromancy","","","medium 2, mesmerist 3, occultist 2, psychic 3, sorcerer/wizard 4, spiritualist 3, witch 4","1 standard action","V, S","0","touch","","","unattended Tiny or Small object","1 minute/level (D)","1","0","None","No","This spell functions as possession, except you possess an object instead of a creature.  A possessed object becomes capable of animation, gaining the statistics of an animated object of its size (including 1 CP worth of abilities; Pathfinder RPG Bestiary 14). You can't use any spells or other abilities while possessing an object.  A spiritual tether connects your body to the possessed object, in a manner similar to a silver cord (see page 244). If the possessed object and your body are ever farther than close range (25 ft. + 5 ft./2 levels) from one another, this tether breaks, returning your consciousness to your body.","Occult Adventures"
"Object Reading","divination","","","medium 1, mesmerist 2, occultist 1, psychic 2, spiritualist 2","1 standard action","V, S","0","touch","","","one touched object","concentration, up to 1 round per level (D)","1","0","none","no","You read the psychic impressions left upon an object by emotionally or psychically charged events in the item's history, or the information imprinted by the charge object or implant false reading spells. T his spell returns the s ame i nformation a s the psychometry occult skill unlock (see page 196), but gives 1 piece of information when cast and requires 1 round of concentration per additional piece of information instead of 1 minute. You must still attempt an Appraise check to see how much information you gain. You gain a +10 competence bonus on the check.","Occult Adventures"
"Oneiric Horror","illusion","phantasm","mind-affecting","bard 2, medium 1, mesmerist 2, psychic 2, sorcerer/wizard 3","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","one living creature","1 round/level (D)","1","0","Will negates","yes","You cause the subject to believe it is being attacked by a creature out of its nightmares. Each round, the subject makes a full-attack action against the creature. A flying creature can still attempt a Fly check to hover. Each round on its turn after making a full attack against the imaginary creature, the subject can attempt a new saving throw to end the effect. The subject is fatigued for 1 minute after the spell ends.","Occult Adventures"
"Oneiric Horror, Greater","illusion","phantasm","mind-affecting","bard 4, medium 2, mesmerist 3, psychic 4, sorcerer/wizard 5","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","one living creature","1 round/level (D)","1","0","Will negates, Fortitude negates, see text","yes","This spell functions as oneiric horror except each round the subject fails its Will save, it takes 1 point of Strength damage, and after the spell ends, the subject must succeed at a Fortitude save or be fatigued for a number of minutes equal to the number of rounds spent under the spell's effect.","Occult Adventures"
"Paranoia","illusion","phantasm","mind-affecting","bard 2, medium 1, mesmerist 1, psychic 2, sorcerer/wizard 2, witch 2","1 standard action","V, S","0","","","","one creature","1 round/level (D)","1","0","Will negates","yes","The target believes everyone it sees is an enemy. The target becomes hostile to all creatures, treating all creatures as enemies and only itself as an ally. The target must attempt attacks of opportunity whenever any creature provokes them. Finally, whenever the target is adjacent to two or more creatures, its paranoia overwhelms it, and it takes a -2 penalty on attack rolls, weapon damage rolls, ability checks, skill checks, and saving throws.","Occult Adventures"
