"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Acid Arrow","conjuration","creation","acid","sorcerer/wizard 2, magus 2, bloodrager 2","1 standard action","V, S, M (rhubarb leaf and an adder's stomach), F (a dart)","0","long (400 ft. + 40 ft./level)","","one arrow of acid","","1 round + 1 round per three levels","0","0","none","no","An arrow of acid springs from your hand and speeds to its target. You must succeed on a ranged touch attack to hit your target. The arrow deals 2d4 points of acid damage with no splash damage. For every three caster levels you possess, the acid, unless neutralized, lasts for another round (to a maximum of 6 additional rounds at 18th level), dealing another 2d4 points of damage in each round.","PFRPG Core"
"Acid Fog","conjuration","creation","acid","sorcerer/wizard 6, magus 6, unchained summoner 6","1 standard action","V, S, M (powdered peas and an animal hoof)","0","medium (100 ft. + 10 ft./level)","","fog spreads in 20-ft. radius, 20 ft. high","","1 round/level","0","0","none","no","Acid fog creates a billowing mass of misty vapors like the solid fog spell. In addition to slowing down creatures and obscuring sight, this spell's vapors are highly acidic. Each round on your turn, starting when you cast the spell, the fog deals 2d6 points of acid damage to each creature and object within it.","PFRPG Core"
"Acid Splash","conjuration","creation","acid","sorcerer/wizard 0, summoner/unchained summoner 0, inquisitor 0, magus 0","1 standard action","V, S","0","close (25 ft. + 5 ft./2 levels)","","one missile of acid","","instantaneous","0","0","none","no","You fire a small orb of acid at the target. You must succeed on a ranged touch attack to hit your target. The orb deals 1d3 points of acid damage. This acid disappears after 1 round.","PFRPG Core"
"Aid","enchantment","compulsion","mind-affecting","cleric/oracle 2, inquisitor 2, alchemist 2, shaman 2, spiritualist 2, medium 2","1 standard action","V, S, DF","0","touch","","","living creature touched","1 min./level","0","0","none","yes (harmless)","Aid grants the target a +1 morale bonus on attack rolls and saves against fear effects, plus temporary hit points equal to 1d8 + caster level (to a maximum of 1d8+10 temporary hit points at caster level 10th).","PFRPG Core"
"Air Walk","transmutation","","air","cleric/oracle 4, druid 4, alchemist 4, occultist 4","1 standard action","V, S, DF","0","touch","","","creature (Gargantuan or smaller) touched","10 min./level","0","0","none","yes (harmless)","The subject can tread on air as if walking on solid ground. Moving upward is similar to walking up a hill. The maximum upward or downward angle possible is 45 degrees, at a rate equal to half the air walker's normal speed. A strong wind (21+ miles per hour) can push the subject along or hold it back. At the end of a creature's turn each round, the wind blows the air walker 5 feet for each 5 miles per hour of wind speed. The creature may be subject to additional penalties in exceptionally strong or turbulent winds, such as loss of control over movement or physical damage from being buffeted about. Should the spell duration expire while the subject is still aloft, the magic fails slowly. The subject floats downward 60 feet per round for 1d6 rounds. If it reaches the ground in that amount of time, it lands safely. If not, it falls the rest of the distance, taking 1d6 points of damage per 10 feet of fall. Since dispelling a spell effectively ends it, the subject also descends in this way if the air walk spell is dispelled, but not if it is negated by an antimagic field. You can cast air walk on a specially trained mount so it can be ridden through the air. You can train a mount to move with the aid of air walk (counts as a trick; see Handle Animal skill) with 1 week of work and a DC 25 Handle Animal check.","PFRPG Core"
"Align Weapon","transmutation","","see text","cleric/oracle 2, inquisitor 2","1 standard action","V, S, DF","0","touch","","","weapon touched or 50 projectiles (all of which must be together at the time of casting)","1 min./level","0","0","Will negates (harmless, object)","yes (harmless, object)","Align weapon makes a weapon chaotic, evil, good, or lawful, as you choose. A weapon that is aligned can bypass the damage reduction of certain creatures. This spell has no effect on a weapon that already has an alignment. You can't cast this spell on a natural weapon, such as an unarmed strike. When you make a weapon chaotic, evil, good, or lawful, align weapon is a chaotic, evil, good, or lawful spell, respectively.","PFRPG Core"
"Alter Self","transmutation","polymorph","","bard 2, sorcerer/wizard 2, witch 2, summoner/unchained summoner 2, alchemist 2, magus 2, shaman 2, psychic 2, mesmerist 2, medium 2","1 standard action","V, S, M (a piece of the creature whose form you plan to assume)","0","personal","","","you","1 min./level","1","0","","","When you cast this spell, you can assume the form of any Small or Medium creature of the humanoid type. If the form you assume has any of the following abilities, you gain the listed ability: darkvision 60 feet, low-light vision, scent, and swim 30 feet. Small creature: If the form you take is that of a Small humanoid, you gain a +2 size bonus to your Dexterity. Medium creature: If the form you take is that of a Medium humanoid, you gain a +2 size bonus to your Strength.","PFRPG Core"
"Alarm","abjuration","","","bard 1, ranger 1, sorcerer/wizard 1, summoner/unchained summoner 1, inquisitor 1, occultist 1, psychic 1, spiritualist 1","1 standard action","V, S, F/DF (a tiny bell and a piece of very fine silver wire)","0","close (25 ft. + 5 ft./2 levels)","20-ft.-radius emanation centered on a point in space","","","2 hours/level","1","0","none","no","Alarm creates a subtle ward on an area you select. Once the spell effect is in place, it thereafter sounds a mental or audible alarm each time a creature of Tiny or larger size enters the warded area or touches it. A creature that speaks the password (determined by you at the time of casting) does not set off the alarm. You decide at the time of casting whether the alarm will be mental or audible in nature. Mental Alarm: A mental alarm alerts you (and only you) so long as you remain within 1 mile of the warded area. You note a single mental ""ping"" that awakens you from normal sleep but does not otherwise disturb concentration. A silence spell has no effect on a mental alarm. Audible Alarm: An audible alarm produces the sound of a hand bell, and anyone within 60 feet of the warded area can hear it clearly. Reduce the distance by 10 feet for each interposing closed door and by 20 feet for each substantial interposing wall. In quiet conditions, the ringing can be heard faintly as far as 180 feet away. The sound lasts for 1 round. Creatures within a silence spell cannot hear the ringing.  Ethereal or astral creatures do not trigger the alarm. Alarm can be made permanent with a permanency spell.","PFRPG Core"
"Analyze Dweomer","divination","","","bard 6, sorcerer/wizard 6, witch 6, alchemist 6, occultist 6, psychic 6, spiritualist 6","1 standard action","V, S, F (a ruby and gold lens worth 1,500 gp)","1","close (25 ft. + 5 ft./2 levels)","","","one object or creature per caster level","1 round/level","1","0","none or Will negates; see text","no","You can observe magical auras. Each round, you may examine a single creature or object that you can see as a free action. In the case of a magic item, you learn its functions (including any curse effects), how to activate its functions (if appropriate), and how many charges are left (if it uses charges). In the case of an object or creature with active spells cast upon it, you learn each spell, its effect, and its caster level. An attended object may attempt a Will save to resist this effect if its holder so desires. If the save succeeds, you learn nothing about the object except what you can discern by looking at it. An object that makes its save cannot be affected by any other analyze dweomer spells for 24 hours. Analyze dweomer does not function when used on an artifact.","PFRPG Core"
"Animal Growth","transmutation","","","druid 5, ranger 4, sorcerer/wizard 5, shaman 5","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","","","one animal (Gargantuan or smaller)","1 min./level","0","0","Fortitude negates","yes","The target animal grows to twice its normal size and eight times its normal weight. This alteration changes the animal's size category to the next largest, grants it a +8 size bonus to Strength and a +4 size bonus to Constitution (and thus an extra 2 hit points per HD), and imposes a -2 size penalty to Dexterity. The creature's existing natural armor bonus increases by 2. The size change also affects the animal's modifier to AC, attack rolls, and its base damage. The animal's space and reach change as appropriate to the new size, but its speed does not change. If insufficient room is available for the desired growth, the creature attains the maximum possible size and may make a Strength check (using its increased Strength) to burst any enclosures in the process. If it fails, it is constrained without harm by the materials enclosing it--the spell cannot be used to crush a creature by increasing its size.  All equipment worn or carried by the animal is similarly enlarged by the spell, though this change has no effect on the magical properties of any such equipment.  Any enlarged item that leaves the enlarged creature's possession instantly returns to its normal size.  The spell gives no means of command over an enlarged animal.  Multiple magical effects that increase size do not stack.","PFRPG Core"
