"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Venomous Bolt","necromancy","","poison","ranger 3","1 swift action","V, S","0","0 ft.","","","one arrow or bolt","instantaneous","0","0","Fortitude negates; see text","yes","You infuse a single arrow or crossbow bolt with natural venom as you fire it. In addition to its normal damage, anyone struck by this arrow or bolt is affected as if by the poison spell. If the arrow is not fired immediately, the spell ends with no effect.","APG"
"Versatile Weapon","transmutation","","","bard 2, ranger 2, sorcerer/wizard 3, magus 3, bloodrager 3, occultist 2, psychic 3","1 standard action","V, S, M (iron filings)","0","close (25 ft. + 5 ft./2 levels)","","","one weapon or 50 projectiles, all of which must be together at the time of casting","1 minute/level","0","0","Will negates (harmless, object)","yes (harmless, object)","You transform the physical makeup of a weapon as you desire.  This spell functions like greater magic weapon, except that it subtly alters the physical properties of a weapon, enabling it to bypass damage reduction of one the following types: bludgeoning, cold iron, piercing, silver, or slashing. The affected weapon still inflicts damage of its normal type and its hardness and hit points are unchanged. This spell can be cast on a natural weapon or unarmed strike.","APG"
"Vomit Swarm","conjuration","summoning","","alchemist 2, witch 2","1 standard action","S","0","personal","","one swarm of spiders","","1 round/level","0","0","","","You vomit forth a swarm of spiders (Bestiary, page 258) that attacks all other creatures within its area. The swarm begins adjacent to you, but if no living creatures are within its area, it moves in one direction of your choosing at its normal speed.  You can move the swarm or change the swarm's direction by spending a standard action to concentrate on the swarm, otherwise it continues moving in its current direction. If your caster level is at least 7th, you can vomit forth a swarm of wasps instead (Bestiary 275). Finally, if your caster level is at least 13th, you can vomit forth a swarm of army ants (Bestiary 16).","APG"
"Vortex","evocation","","water","druid 7, sorcerer/wizard 7, shaman 7","1 standard action","V, S, M/DF (a stirring spoon)","0","long (400 ft. + 40 ft./level)","","whirlpool 50 ft. deep, 30 ft. wide at top, and 5 ft. wide at base","","1 round/level (D)","1","0","Reflex negates, see text","yes","You create a powerful and immobile whirlpool in any body of liquid large enough to contain the spell's effect. Any Large or smaller creature that comes in contact with the spell effect must succeed on a Reflex save or take 3d6 points of bludgeoning damage. A Medium or smaller creature that fails its first save must succeed on a second one or be pulled into the whirlpool and held suspended in its powerful currents, taking 1d8 points of damage each round on your turn with no save allowed.  You may direct the whirlpool to eject any carried creatures whenever you wish. A boat that is equal in length or shorter than the vortex's width that passes through a vortex takes 6d6 points of damage and is caught up by the current. If the boat's captain makes a DC 25 Profession (sailor) check (or if the boat is longer than the vortex's width), the boat takes only half damage and is not caught up by the vortex.","APG"
"Wake of Light","evocation","","good","paladin 2","1 standard action","V, S, DF","0","120 ft.","","a 10-ft.-wide path in a straight line, up to 120 ft. long","","1 round/level","0","0","none","yes","You and your mount lay down a trail of glowing, heavenly mist behind you as you move that makes passage easier for good creatures but more difficult for evil creatures. This glowing trail of mist appears behind your mount in a straight line starting where you cast the spell and ending where your mount ends its movement. The mist takes the form of a path 10 feet wide and up to 120 feet long and always floats just above the ground, up to a height of 1 foot. Thereafter, the mist persists for 1 round per level.  Good creatures may walk along the top of the mist as if it were solid, treating squares of difficult terrain containing the mist as normal terrain. Evil creatures find the mist thick and cloying, and treat squares of normal terrain containing the mist as difficult terrain instead. Neutral creatures pass through the mist with no effect. The mist has no effect on obstacles or otherwise impassable terrain, and does not block sight or provide concealment.  Except for very special circumstances (such as a celestial or fiendish mount), mounts use the alignment of their rider when determining how this spell affects them. You must be mounted to enjoy the benefits of this spell. If you dismount, get knocked off, or take any other action that separates you from your mount, the spell immediately ends, although the mist remains for the spell's normal duration.  A wake of light cannot follow across water, underwater, or through the air in the case of a mount capable of walking on water, swimming, or flight.","APG"
"Wall of Lava","conjuration","creation","earth, fire","druid 8, sorcerer/wizard 8","1 standard action","V, S, M/DF (a chunk of dried lava)","0","medium (100 ft. + 10 ft./level)","","","lava wall whose area is up to one 5-ft. square/level (S)","1 round/level (D)","1","0","see text","no","This spell creates a vertical wall of lava that is 1 inch thick for every 4 caster levels and composed of up to one 5-foot square per level. A wall of lava's maximum height cannot exceed half of its width (with a minimum height of 5 feet). The wall cannot be conjured so that it occupies the same space as a creature or object. A section of a wall of lava can be destroyed by damage (hardness 4, hp 90), but if a section is destroyed, the remaining lava in the wall immediately fills in any such hole created, reducing the wall's overall size by one 5-foot square but remaining a contiguous barrier. Each time a weapon strikes a wall of lava, it takes 2d6 points of fire damage (or the creature who strikes the wall takes 2d6 fire damage if the attack was via an unarmed strike or natural attack).  A creature can move through a wall of lava as a full-round action by making a DC 25 Strength check-failure indicates that the creature is pushed back out of the wall to the point he just attempted to leave. A creature with a burrow speed can move through the wall using its burrow speed. An attempt to move through a wall of lava inflicts 20d6 fire damage. A wall of lava also radiates heat as if it were a wall of fire, although the heat from a wall of lava radiates from both sides.  Once per round as a move action, you can direct the wall of lava to erupt. This causes a plume of lava to fire at any target within 60 feet of either side of the wall, but reduces the wall's overall size by 1d4 5-foot square sections. You must make a ranged touch attack to hit the target, which takes 10d6 points of fire damage on a hit. Holes created in a wall of lava from this effect instantly reseal, reducing the overall size of the wall.  All damage inflicted by physical contact with a wall of lava continues for 1d3 rounds after exposure ceases, but this additional damage is only half that dealt during actual contact (that is, 1d6 or 5d6 or 10d6 points per round).","APG"
"Wall of Suppression","abjuration","","","sorcerer/wizard 9, psychic 9","1 standard action","V, S, M (powdered adamantine worth 1,000 gp)","1","medium (100 ft. + 10 ft./level)","","anti-magic wall occupying up to two 5 ft. cubes/level (S)","","10 minutes/level; see text","0","0","none","no","You create a wall of glittering motes that suppresses or even negates any magical effect passing through it. The wall appears to have no actual substance and does not physically obstruct or impede anything attempting to move through it. However, the wall exerts a powerful anti-magical effect.  Any magic item or magical spell or effect of your caster level or lower that passes through the wall is suppressed for 1 round per level. Spells or effects with durations expire normally, even while thus suppressed. A spell or with a duration greater than that of the suppression resumes functioning normally when the suppression ends.  The wall affects all magical effects, including spells, spelllike abilities, magical items, and any effects stemming from them that pass through the wall. The wall does not suppress a creature's ability to cast spells, use spell-like abilities, or any other sort of limited-use abilities even if the wall suppresses a particular application of those abilities. However, if a creature with magical abilities that are constant or otherwise always active passes through the wall, those abilities are suppressed for the normal duration.  The wall blocks line of effect, so no spell or effect can pass through the wall, but it does not block line of sight. Magic items or spell effects with a higher caster level than yours are unaffected by the wall of suppression. The wall does not affect artifacts, anything stemming from the direct action of a deity, or similarly powerful sorts of magic.","APG"
"Wandering Star Motes","illusion","pattern","light, mind-affecting","bard 4, sorcerer/wizard 4, witch 4, shaman 4, occultist 4, psychic 4","1 standard action","V, S, M (a sprinkle of flash powder)","0","close (25 ft. + 5 ft./2 levels)","","","one living creature and special; see text","1/round per level","0","0","Will negates; see text","yes","You create sparkling motes of bright light that shoot toward the target and swirl around it in a complex pattern. The pattern clearly outlines the target and radiates light as if it were a sunrod, negating any concealment for the target. The target must make a successful Will save. If the target fails its save, it is dazed for 1 round and must make another save on its next turn or be dazed again for 1 round. The target must continue making Will saves each round. If a target makes its Will save, the wandering star motes jump to the nearest enemy within 30 feet, who must now make Will saves every round or be dazed. Any time a target makes its Will save, the wandering star motes jump to the next nearest enemy within 30 feet.  A given creature can only be affected by the wandering star motes once; once a target has successfully saved against the spell, it cannot be affected again. If there are no new targets within 30 feet of a target that has successfully made its save, the spell immediately ends. The spell only affects enemy creatures; your allies are not affected.","APG"
"Ward the Faithful","abjuration","","","inquisitor 3","1 standard action","V, S, DF","0","touch","10-ft.-radius emanation from touched creature","","","10 minutes/level","0","0","Will negates (harmless)","no","All creatures within the area who worship the same god as you gain a +2 deflection bonus to AC and a +2 resistance bonus on all saves. At 12th level, these bonuses increase to +3. At 18th level, the bonuses increase to +4.  If you do not worship a specific deity, the bonuses apply to those who share your faith. If you do not have a specific faith or religion, the spell provides benefits only to yourself. Enemies gain the benefits of this spell if they worship the same god or share the same faith as you, even if you view them as heretical.","APG"
"Weapon of Awe","transmutation","","emotion","cleric/oracle 2, inquisitor 2, paladin 2, occultist 2","1 standard action","V, S, DF","0","touch","","","weapon touched","1 minute/level","0","0","Will negates (harmless, object)","yes (harmless, object)","You transform a single weapon into an awe-inspiring instrument. The weapon gains a +2 sacred bonus on damage rolls, and if the weapon scores a critical hit, the target of that critical hit becomes shaken for 1 round with no saving throw.  This is a mind-affecting fear effect. A ranged weapon affected by this spell applies these effects to its ammunition.  You can't cast this spell on a natural weapon, but you can cast it on an unarmed strike.","APG"
