"name","school","subschool","descriptor","spell_level","casting_time","components","costly_components","range","area","effect","targets","duration","dismissible","shapeable","saving_throw","spell_resistance","description","source"
"Discern Location","divination","","","cleric/oracle 8, sorcerer/wizard 8, summoner/unchained summoner 6, witch 8, shaman 8, psychic 8","10 minutes","V, S, DF","0","unlimited","","","one creature or object","instantaneous","0","0","none","no","A discern location spell is among the most powerful means of locating creatures or objects. Nothing short of a mind blank spell or the direct intervention of a deity keeps you from learning the exact location of a single individual or object. Discern location circumvents normal means of protection from scrying or location. The spell reveals the name of the creature or object's location (place, name, business name, building name, or the like), community, county (or similar political division), country, continent, and the plane of existence where the target lies. To find a creature with the spell, you must have seen the creature or have some item that once belonged to it. To find an object, you must have touched it at least once.","PFRPG Core"
"Disguise Self","illusion","glamer","","bard 1, sorcerer/wizard 1, alchemist 1, inquisitor 1, antipaladin 1, occultist 1, psychic 1, mesmerist 1, medium 1","1 standard action","V, S","0","personal","","","you","10 min./level","1","0","","","You make yourself--including clothing, armor, weapons, and equipmen--look different. You can seem 1 foot shorter or taller, thin, fat, or in between. You cannot change your creature type (although you can appear as another subtype). Otherwise, the extent of the apparent change is up to you. You could add or obscure a minor feature or look like an entirely different person or gender.  The spell does not provide the abilities or mannerisms of the chosen form, nor does it alter the perceived tactile (touch) or audible (sound) properties of you or your equipment. If you use this spell to create a disguise, you get a +10 bonus on the Disguise check. A creature that interacts with the glamer gets a Will save to recognize it as an illusion.","PFRPG Core"
"Disintegrate","transmutation","","","sorcerer/wizard 6, magus 6, occultist 6, psychic 6, spiritualist 6","1 standard action","V, S, M/DF (a lodestone and a pinch of dust)","0","medium (100 ft. + 10 ft./level)","","ray","","instantaneous","0","0","Fortitude partial (object)","yes","A thin, green ray springs from your pointing finger. You must make a successful ranged touch attack to hit. Any creature struck by the ray takes 2d6 points of damage per caster level (to a maximum of 40d6). Any creature reduced to 0 or fewer hit points by this spell is entirely disintegrated, leaving behind only a trace of fine dust. A disintegrated creature's equipment is unaffected.  When used against an object, the ray simply disintegrates as much as a 10-foot cube of nonliving matter. Thus, the spell disintegrates only part of any very large object or structure targeted.  The ray affects even objects constructed entirely of force, such as forceful hand or a wall of force, but not magical effects such as a globe of invulnerability or an antimagic field.  A creature or object that makes a successful Fortitude save is partially affected, taking only 5d6 points of damage. If this damage reduces the creature or object to 0 or fewer hit points, it is entirely disintegrated.  Only the first creature or object struck can be affected; that is, the ray affects only one target per casting.","PFRPG Core"
"Dismissal","abjuration","","","cleric/oracle 4, sorcerer/wizard 5, summoner 4, inquisitor 4, shaman 4, occultist 4, psychic 5, spiritualist 5, unchained summoner 5, medium 4","1 standard action","V, S, DF","0","close (25 ft. + 5 ft./2 levels)","","","one extraplanar creature","instantaneous","0","0","Will negates; see text","yes","This spell forces an extraplanar creature back to its proper plane if it fails a Will save. If the spell is successful, the creature is instantly whisked away, but there is a 20% chance of actually sending the subject to a plane other than its own.","PFRPG Core"
"Dispel Chaos","abjuration","","lawful","cleric/oracle 5, paladin 4, inquisitor 5, shaman 5","1 standard action","V, S, DF","0","touch","","","you and a touched chaotic creature from another plane, or you and an enchantment or chaotic spell on a touched creature or object","1 round/level or until discharged, whichever comes first","0","0","see text","see text","This spell functions like dispel evil, except that you are surrounded by constant, blue lawful energy, and the spell affects chaotic creatures and spells rather than evil ones.","PFRPG Core"
"Dispel Evil","abjuration","","good","cleric/oracle 5, paladin 4, inquisitor 5, shaman 5","1 standard action","V, S, DF","0","touch","","","you and a touched evil creature from another plane, or you and an enchantment or evil spell on a touched creature or object","1 round/level or until discharged, whichever comes first","0","0","see text","see text","Shimmering, white holy energy surrounds you. This energy has three effects. First, you gain a +4 deflection bonus to AC against attacks by evil creatures. Second, on making a successful melee touch attack against an evil creature from another plane, you can choose to drive that creature back to its home plane. The creature can negate the effects with a successful Will save (spell resistance applies). This use discharges and ends the spell. Third, with a touch you can automatically dispel any one enchantment spell cast by an evil creature or any one evil spell. Spells that can't be dispelled by dispel magic also can't be dispelled by dispel evil. Saving throws and spell resistance do not apply to this effect. This use discharges and ends the spell.","PFRPG Core"
"Dispel Good","abjuration","","evil","cleric/oracle 5, inquisitor 5, antipaladin 4, shaman 5","1 standard action","V, S, DF","0","touch","","","you and a touched good creature from another plane, or you and an enchantment or good spell on a touched creature or object","1 round/level or until discharged, whichever comes first","0","0","see text","see text","This spell functions like dispel evil, except that you are surrounded by dark, wavering unholy energy, and the spell affects good creatures and spells rather than evil ones.","PFRPG Core"
"Dispel Law","abjuration","","chaotic","cleric/oracle 5, inquisitor 5, antipaladin 4, shaman 5","1 standard action","V, S, DF","0","touch","","","you and a touched lawful creature from another plane, or you and an enchantment or lawful spell on a touched creature or object","1 round/level or until discharged, whichever comes first","0","0","see text","see text","This spell functions like dispel evil, except that you are surrounded by flickering, yellow chaotic energy, and the spell affects lawful creatures and spells rather than evil ones.","PFRPG Core"
"Dispel Magic","abjuration","","","bard 3, cleric/oracle 3, druid 4, paladin 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3, inquisitor 3, antipaladin 3, magus 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 3","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","one spellcaster, creature, or object","","one spellcaster, creature, or object","instantaneous","0","0","none","no","You can use dispel magic to end one ongoing spell that has been cast on a creature or object, to temporarily suppress the magical abilities of a magic item, or to counter another spellcaster's spell. A dispelled spell ends as if its duration had expired. Some spells, as detailed in their descriptions, can't be defeated by dispel magic. Dispel magic can dispel (but not counter) spell-like effects just as it does spells. The of a spell with an instantaneous duration can't be dispelled, because the magical effect is already over before the dispel magic can take effect. You choose to use dispel magic in one of two ways: a targeted dispel or a counterspell. Targeted Dispel: One object, creature, or spell is the target of the dispel magic spell. You make one dispel check (1d20 + your caster level) and compare that to the spell with highest caster level (DC = 11 + the spell's caster level). If successful, that spell ends. If not, compare the same result to the spell with the next highest caster level. Repeat this process until you have dispelled one spell affecting the target, or you have failed to dispel every spell. For example, a 7th-level caster casts dispel magic, targeting a creature affected by stoneskin (caster level 12th) and fly (caster level 6th). The caster level check results in a 19. This check is not high enough to end the stoneskin (which would have required a 23 or higher), but it is high enough to end the fly (which only required a 17). Had the dispel check resulted in a 23 or higher, the stoneskin would have been dispelled, leaving the fly intact. Had the dispel check been a 16 or less, no spells would have been affected. You can also use a targeted dispel to specifically end one spell affecting the target or one spell affecting an area (such as a wall of fire). You must name the specific spell effect to be targeted in this way. If your caster level check is equal to or higher than the DC of that spell, it ends. No other spells or effects on the target are dispelled if your check is not high enough to end the targeted effect. If you target an object or creature that is the effect of an ongoing spell (such as a monster summoned by summon monster), you make a dispel check to end the spell that conjured the object or creature. If the object that you target is a magic item, you make a dispel check against the item's caster level (DC = 11 + the item's caster level). If you succeed, all the item's magical properties are suppressed for 1d4 rounds, after which the item recovers its magical properties. A suppressed item becomes nonmagical for the duration of the effect. An interdimensional opening (such as a bag of holding) is temporarily closed. A magic item's physical properties are unchanged: A suppressed magic sword is still a sword (a masterwork sword, in fact). Artifacts and deities are unaffected by mortal magic such as this. You automatically succeed on your dispel check against any spell that you cast yourself. Counterspell: When dispel magic is used in this way, the spell targets a spellcaster and is cast as a counterspell. Unlike a true counterspell, however, dispel magic may not work; you must make a dispel check to counter the other spellcaster's spell.","PFRPG Core"
"Dispel Magic, Greater","abjuration","","","bard 5, cleric/oracle 6, druid 6, sorcerer/wizard 6, witch 6, inquisitor 6, summoner/unchained summoner 5, magus 6, shaman 6, occultist 5, psychic 6, spiritualist 6","1 standard action","V, S","0","medium (100 ft. + 10 ft./level)","20-ft.-radius burst","","one spellcaster, creature, or object","instantaneous","0","0","none","no","This spell functions like dispel magic, except that it can end more than one spell on a target and it can be used to target multiple creatures. You choose to use greater dispel magic in one of three ways: a targeted dispel, area dispel, or a counterspell: Targeted Dispel: This functions as a targeted dispel magic, but it can dispel one spell for every four caster levels you possess, starting with the highest level spells and proceeding to lower level spells. Additionally, greater dispel magic has a chance to dispel any effect that remove curse can remove, even if dispel magic can't dispel that effect. The DC of this check is equal to the curse's DC. Area Dispel: When greater dispel magic is used in this way, the spell affects everything within a 20-foot-radius burst. Roll one dispel check and apply that check to each creature in the area, as if targeted by dispel magic. For each object within the area that is the target of one or more spells, apply the dispel check as with creatures. Magic items are not affected by an area dispel. For each ongoing area or effect spell whose point of origin is within the area of the greater dispel magic spell, apply the dispel check to dispel the spell. For each ongoing spell whose area overlaps that of the greater dispel magic spell, apply the dispel check to end the effect, but only within the overlapping area. If an object or creature that is the effect of an ongoing spell (such as a monster summoned by summon monster) is in the area, apply the dispel check to end the spell that conjured that object or creature (returning it whence it came) in addition to attempting to dispel one spell targeting the creature or object. You may choose to automatically succeed on dispel checks against any spell that you have cast. Counterspell: This functions as dispel magic, but you receive a +4 bonus on your dispel check to counter the other spellcaster's spell.","PFRPG Core"
